유형,한글명칭,설명,내용
유물·유적,슴베찌르개,,"슴베찌르개는 돌날 또는 긴 격지를 소재로 삼아, 몸체의 윗부분은 양 가장자리에 잔손질이 베풀어져 거의 대칭을 이루는 뾰족한 끝날이 형성되어 있고, 그 반대편에 해당하는 아랫부분은 가파른 잔손질에 의해 만들어진 슴베가 있는 석기이다. 창 또는 화살촉, 칼이나 호미처럼 자루에 장착하거나 결합시킬 수 있는 슴베가 있는 것이 가장 큰 특징이며, 한반도 후기 구석기 시대의 석기 기술 전통을 단적으로 보여주는 중요한 유물로 주목받고 있다. 박편첨두기, 유경첨두기 등으로 부르기도 하지만, 현재 슴베찌르개라는 명칭이 가장 보편적으로 사용되고 있다. 슴베찌르개의 기본적인 형식 분류는 석기의 윗부분인 몸체와 아랫부분에 해당하는 슴베 부분의 잔손질 여부에 따라 이루어진다. 먼저 몸체의 잔손질 여부를 살펴보면, 몸체에 잔손질이 있는 것과 없는 것으로 크게 나눌 수 있다. 잔손질이 베풀어져 있는 경우 양쪽 가장자리에 모두 있는 것과 한쪽에만 있는 것으로 구분된다. 현재 우리나라에서 확인된 슴베찌르개 가운데 양쪽 가장자리에 잔손질이 베풀어진 사례는 극히 드물고, 한쪽 가장자리에 잔손질이 있거나 잔손질이 아예 없는 경우가 대부분이다. 다시 말해 좌우가 비교적 대칭을 이루고 뾰족한 끝을 지닌 돌날 또는 긴 격지를 소재로 골라, 잔손질을 하지 않거나 한쪽만 잔손질을 하여 찌르개의 몸체를 만든다. 이는 슴베찌르개를 제작할 당시 소재 준비 단계에서 이미 몸체 손질이 거의 필요 없는 적절한 형태를 의도적으로 선택했음을 보여주며, 그만큼 소재 선택의 중요성을 말해준다. 다음으로 60~80° 정도의 가파른 잔손질로 형성된 슴베의 경우 길이와 형태뿐만 아니라 잔손질의 여부와 방향을 통해 분류할 수 있다. 몸체의 잔손질과 마찬가지로 양쪽에 잔손질이 있는 것과 한쪽에만 있는 것으로 나눌 수 있다. 양쪽에 잔손질이 있는 경우 그 방향에 따라 양쪽 모두 등면 방향, 양쪽 모두 배면 방향, 한쪽이 각각 등면과 배면 방향인 것으로 세분할 수 있다. 이와 같이 슴베 제작에 있어 잔손질의 여부와 방향은 소재 형태에 따른 기술적 제약성에 의한 것으로 보인다."
유물·유적,슴베찌르개,,"슴베찌르개를 만드는 데 사용된 돌감은 주로 이암, 유문암, 혈암, 반암, 응회암 등이다. 이러한 돌감은 후기 구석기 시대에 많이 사용되었고, 대부분은 해당 유적의 주변에 있는 돌감 산지에서 획득할 수 있다. 간혹 석영제 슴베찌르개가 보고되기도 하지만, 거의 대부분의 슴베찌르개는 규암 또는 석영 돌감으로 제작하지 않았다. 이와 같이 전기·중기 구석기 시대에 석영, 규암 등의 매우 단단하고 내부 입자가 거친 돌감을 이용하여 주먹도끼, 찍개, 여러면석기 등과 같은 석기를 만드는 방식과는 달리, 이암, 유문암, 혼펠스, 혈암, 반암, 응회암 등 약간 무르고 고운 입자를 지닌 돌감을 슴베찌르개의 소재로 사용하였다는 사실은 도구에 따라 특정 돌감을 선택적으로 이용하는 전략을 잘 반영하고 있다. 2만 5천 년 전 이후, 좀돌날석기 제작 기술이 출현하면서 본격적으로 사용되기 시작한 흑요석은 획득이 쉽지 않아, 슴베찌르개의 돌감으로 거의 사용되지 않았다. 물론 광주 삼리 유적에서 흑요석으로 만들어진 슴베찌르개가 출토된 예가 있지만, 혼펠스, 응회암 등 다른 돌감으로 제작된 슴베찌르개와 형태가 다르며, 제작 방식에 있어서도 차이가 있다. 한반도에서 출토되는 슴베찌르개의 소재가 90% 이상이 돌날 또는 긴 격지인 점을 감안하면, 돌날의 제작 기술과 밀접한 관계가 있다. 좋은 모양의 돌날은 대칭성이 우수한 슴베찌르개를 만들 수 있어, 1차적으로 돌날이 슴베찌르개의 소재로 선택되었다. 돌날을 제작하는 가운데 부수적으로 나온 돌날 격지 또는 돌날과 형태가 유사한 긴 격지가 2차적으로 선택되었다. 슴베찌르개의 소재가 된 돌날 또는 긴 격지들은 길이 10㎝ 내외, 두께 5~10㎜ 내외로 매우 얇고, 측면에서 봤을 때 직선적인 형태가 대체로 많지만, 소재 형태에 따라 약간 휘어진 경우도 있다. 슴베찌르개의 평면 형태가 대부분 좌우 대칭적이고, 측면 형태는 직선에 가까운 이유는 이런 형태를 가지고 있는 슴베찌르개를 창끝에 장착하여 던질 때 더욱 안정적으로 날아가 목표물에 적중할 수 있기 때문이다. 찌르개의 날을 제작하기 위한 몸체의 잔손질은 최소한으로 이루어진다. 우리나라 후기 구석기 시대 유적에서 출토된 슴베찌르개의 50% 이상이 몸체에 아무런 잔손질 없이 뾰족한 날을 형성하고 있으며, 잔손질이 베풀어진 경우 한쪽 가장자리에만 있는 경우가 약 90%에 달한다. 그리고 잔손질이 가장자리 전체에 걸쳐 베풀어지기도 하지만, 많은 경우 끝부분만 뾰족하게 다듬기 위해 부분적으로 잔손질이 베풀어진다. 슴베찌르개의 제작 기술상 가장 중요한 속성은 매우 가파른 잔손질을 베풀어 슴베 부분을 제작하는 방식이다. 슴베를 만드는 작업은 날을 잔손질하는 것과 달리, 매우 섬세하고 정교한 기술이 필요하며, 종종 슴베를 제작하는 중 부러져 폐기되기도 한다. 슴베를 제작하기 위한 잔손질 방향은 대부분 배면에서 등면 방향으로 양 측면이 모두 동일하게 이루어지지만, 경우에 따라서는 등면에서 배면으로, 또는 양 측면이 서로 다른 방향으로 잔손질이 베풀어지기도 한다. 이런 방식은 때림면의 상태와 각도에 따른 기술적 제약성 때문에 나타난 결과로서, 잔손질이 가능한 방향으로 손질하여 슴베를 제작한 것으로 보인다. 슴베를 제작하는 잔손질 기술로 눌러떼기가 사용되기도 하지만, 모루 위에 놓고 직접떼기 방식으로도 이루어지기도 한다. 슴베찌르개는 형태상 기본적으로 찌르는 기능이 있는 사냥 도구 또는 무기에 해당된다. 기존의 주먹도끼, 찍개 등과 같은 대형 석기와는 달리, 동물을 먼 거리에서 안전하고 정확하게 사냥할 수 있는 획기적인 도구이다. 다시 말해 원거리에서 사냥할 수 있는 슴베찌르개는 현생 인류의 생존율과 사냥 성공률을 높일 수 있었다. 한편, 찌르개의 기능뿐만 아니라 날카로운 가장자리의 날을 칼로 이용하기도 하고, 톱니날로 손질된 경우 생활 도구로 사용되기도 하는 등 다양한 용도로 사용된 것으로 보인다. 또한 찌르개로 사용하다가 날이 손상되면, 밀개와 같은 도구로 재가공 또는 재활용되었을 가능성도 있다."
유물·유적,슴베찌르개,,"슴베찌르개는 1970년대 초 공주 석장리 유적의 발굴 조사에서 처음으로 확인되었다. 이 후 1980년대 중반 단양 수양개 유적에서 48점의 슴베찌르개가 출토된 것을 계기로 후기 구석기 시대의 주요 석기로서 주목받았고, ‘슴베찌르개’라는 명칭이 보편적으로 사용되기 시작하였다. 현재 북한을 제외한 남한의 전 지역에서 슴베찌르개가 분포하는 것으로 조사되었다. 대전 용산동, 임실 하가, 진안 진그늘, 임실 하가. 장흥 신북, 남양주 호평동, 철원 장흥리, 포천 용수재울, 포천 늘거리, 포천 화대리, 대전 용호동, 순천 죽산 유적 등 현재 슴베찌르개가 출토된 유적은 약 30곳이며, 그 수량은 370여 점에 이른다. 최근에는 86점의 슴베찌르개가 단양 수양개 6지구(하진리) 유적의 3문화층과 4문화층에서 조사되었다. 가장 이른 시기의 슴베찌르개는 대전 용호동 유적 3문화층으로 38,500±1,000 BP(BP는 Before Present의 약자로 ‘years before present’, 즉 지금으로부터 몇 년 전을 의미한다) 이전으로 추정되며, 단양 수양개 6지구(하진리) 유적 3문화층과 4문화층은 평균 연대가 35,180±450 BP, 36,980±350 BP에 해당된다. 그리고 충주 송암동 유적에서는 33,300±160 BP, 33,190±160 BP의 연대값이 나왔고, 포천 화대리 유적은 31,200±9000 BP로 연대 측정 되었다. 이러한 연대 측정의 결과로 미루어 볼 때, 약 4만 년 전 슴베찌르개는 돌날 제작과 더불어 한반도에 등장하여 3만 5천 년 전 이래로 후기 구석기 시대의 석기 전통을 주도하였다고 할 수 있다. 이와 같은 슴베찌르개는 중기 구석기 시대 이래로 후기 구석기 시대 최말기에 이르기까지 유라시아 대륙에 넓게 분포하여 나타나고 있다. 북아프리카 지역의 중기 구석기 시대에 해당하는 아테리안(Aterian) 시기에 많은 슴베찌르개가 제작되었고, 유럽 후기 구석기 시대의 말기에 해당하는 막달레니안(Magdalenian) 시기에도 퐁로베르 찌르개(Font-Robert point) 또는 테이자 찌르개(Teyjat point) 등과 같은 여러 종류의 슴베찌르개가 사용되었다. 한편, 동아시아의 여러 지역에서도 슴베찌르개가 발굴 조사되었다, 대표적인 유적으로는 러시아 우스티노브카(Ustinovka)I 유적과 우쉬키(Ushki) 유적, 중국 저우커우덴 유적 등이 있다. 일본에서는 나이프형 석기 문화 후기에 해당하는 유적에서 슴베찌르개가 출토되고 있는데, 약 2만 5천 년 전에 분출되었다고 알려진 아이라-탄자와 화산재층(AT 화산재층)이 형성된 이후에 일본의 구석기 유적에서 발견된다. 따라서 슴베찌르개는 기후가 추웠던 최대 빙하 극성기에 해수면이 낮아졌을 때 한반도에서 일본 열도로 전해진 것으로 추정된다."
유물·유적,쌍타자 유적,,"솽퉈즈 유적은 랴오닝성[] 다렌시[] 간징쯔구[] 잉청쯔향[] 허우무청이촌[] 북쪽에 위치한다. 이곳은 남북으로 2개의 산봉우리가 나란히 자리하고 있어 “솽퉈즈[]”라고 불려오고 있다. 이 유적은 1930년대 초 일본 학자들에 의하여 처음 알려졌다. 1963년 지표조사를 실시한 뒤 1964년 6월과 8월 북한 사회과학원 고고학 및 민속학연구소와 중국 사회과학원 고고연구소 동북고고공작대로 구성된 ‘조·중 공동 고고학 발굴대’에 의하여 발굴되었다. 발굴 결과 유적은 주로 북쪽 산의 동남쪽 기슭에 집중되어 있으며 유물이 출토되는 쌓임층이 6m나 되는 것으로 알려졌다. 그리고 4개의 층위에서 시기를 달리 하는 3개의 문화층이 조사되었다. 이들 문화층에서는 17기의 집터와 10기의 재 구덩[] 그리고 여러 가지 토기와 석기, 뼈연모, 짐승뼈 등 많은 유물이 발굴되었다. 솽퉈즈 유적은 발굴 당시에 가장 아래층에서 주로 흑갈색 토기가 나오면서 채도도 같이 찾아져 유적의 연대를 신석기시대로 보는 견해도 있었다. 그러나 다쭈이쯔[] 유적과 함께 주변에서 조사된 이른 시기의 청동기시대 유적과 문화상이 비슷하여 전기 청동기시대에 해당하는 것으로 해석하고 있다."
유물·유적,쌍타자 유적,,"가장 아래층(제4층)에 자리한 솽퉈즈 제1기 문화층에서는 집터 3기가 조사되었다. 이들 집터(14호, 15~16호, 18~19호)는 2칸의 방을 가진 반지하식 움집이다. 비교적 잘 남아있는 15~16호 집터를 보면 평면 생김새는 타원형이고 동·서쪽으로 나란히 자리한다. 15호(서쪽)의 크기는 315×200㎝이고 16호(동쪽)는 380×170㎝로 서로 차이가 있다. 그리고 가운데에 막돌을 쌓은 벽이 있는데 높이는 55~65㎝, 너비는 60~80㎝쯤 된다. 이 돌벽은 방을 서로 구분한 것으로 랴오난[]지역의 청동기시대 집터에서 조사된 특이한 모습인데 당시 사회 분화(가족 관계)와 관련이 있는 것으로 해석된다. 집터 안에서 조사된 시설은 북벽 쪽으로 너비 100㎝쯤 되는 선반이 있고 기둥구멍, 화덕자리, 나들이 시설 등이 있다. 기둥구멍은 15개가 조사되었는데 큰 구멍 주변에 작은 것이 있어 중심이 되는 큰 것을 튼튼하게 지탱하기 위한 것 같다. 화덕자리는 방마다 1기씩 있었는데 특이하게도 집터의 바닥을 파서 화덕자리를 만든 다음 그 가운데에 아가리가 넓은 단지를 거꾸로 엎어 놓고 주변에 납작한 판자돌을 깔아 놓았다. 이러한 독특한 화덕 시설은 비교 자료가 많지 않지만 그 구조로 보아 불씨를 보호하기 위한 수단이었을 가능성이 많다. 그리고 나들이 시설은 너비가 60㎝쯤 되었는데 출입 방향은 동쪽 방의 경우 동쪽으로 만들었지만 서쪽 방은 남쪽에 자리하고 있어 서로 차이가 있다. 솽퉈즈 제1기 문화층에서 조사된 유물은 토기와 석기가 대부분이고 그밖에 뼈 유물과 꾸미개가 있다. 가는 모래가 섞인 흑갈색[] 토기가 대부분이며, 홍갈색과 검은색 토기도 있다. 모두 손으로 만들었으며 두께는 0.3~1㎝쯤 되어 비교적 얇은 편이다. 또한 토기의 겉면은 갈아서 매끈한 편이며 덧띠를 붙인 것도 일부 있다. 주목되는 것은 여러 가지의 채색 토기가 함께 찾아졌다는 것이다. 색은 붉은색, 황색, 흰색이 조합을 이루면서 삼각무늬, 마름모무늬 등 기하학 무늬가 베풀어져 있다. 채색 토기의 종류는 거의가 항아리와 단지이다. 제1기 문화층에서 조사된 토기의 종류는 상당히 여러 가지인데 목 긴 항아리[]를 비롯하여 단지[], 굽접시[], 사발[], 큰 접시[], 바리[], 잔[], 토기 뚜껑[]과 받침[] 등이 있다. 이 가운데 항아리와 단지의 목과 어깨 부분에는 줄무늬나 덧띠가 있다. 이밖에도 흙을 구워 만든 가락바퀴[]와 그물추[]가 찾아졌다. 석기는 주변에서 구하기 쉬운 돌감을 이용하여 만들었는데 휘록암, 응회암 재질이 많고 셰일과 사암이 사용되기도 하였다. 모두 간석기이며 돌도끼[]와 돌자귀[]가 비교적 많고 돌끌[], 돌칼[], 돌삽[], 돌창[], 달도끼[], 숫돌[] 등이 있다. 돌도끼는 대체로 길쭉한 네모꼴이며 두께가 두툼한 편이다. 돌칼은 반달 모양, 긴 네모꼴이 섞여 있는데 구멍은 대부분 2개가 있지만 없는 것도 찾아졌다. 돌자귀나 돌끌, 돌도끼 등은 주로 나무를 가공하는데 사용하는 연모로 당시 사람들이 살림집을 튼튼하게 짓기 위한 상당한 수준의 나무 가공 기술을 가지고 있었음을 보여주는 것 같다. 또한 돌을 이용하여 만든 그물추와 가락바퀴도 조사되었다. 짐승뼈를 사용하여 만든 뼈 연모는 뼈바늘[]과 뼈송곳[]이 있고 대합 조가비에 구멍을 뚫어 만든 치레걸이 등이 찾아졌다."
유물·유적,쌍타자 유적,,"솽퉈즈 제2기 문화층(제3층)에서는 제1기나 제3기 문화층과는 달리 집터는 찾아지지 않았고 재 구덩만 5기(5~8호, 10호)가 발굴되었다. 이들 재 구덩은 모두 남쪽 기슭에 자리하며 평면 생김새는 둥근꼴과 부정형으로 나누어진다. 둥근꼴 재 구덩은 평평한 바닥에 벽은 수직으로 곧게 파 내려간 모습이다. 크기는 10호 재 구덩의 경우 지름이 100㎝, 깊이 120㎝ 안팎이다. 토기는 가는 모래가 섞인 검은색이나 흑회색이 많고 고운 찰흙을 바탕흙으로 사용한 것이 특징이다. 토기의 겉면은 갈아서 매끈하며 묶음 줄무늬[]나 줄무늬[], 덧띠무늬, 젖꼭지 무늬 등이 베풀어져 있다. 토기는 대부분 조각들이지만 그 종류를 보면 시루[], 세 발 솥[], 잔[], 큰 접시, 굽접시, 항아리, 토기 뚜껑 등이 있다. 그리고 흙으로 빚어 만든 그물추와 가락바퀴 조각도 찾아졌다. 석기는 제1기 문화층에서 발굴된 것과 비슷하며, 달도끼, 작은 돌잔[]이 있다. 이밖에도 짐승뼈를 갈아서 만든 뼈낚시, 뼈송곳, 뼈끌이 있으며, 사슴뿔로 만든 호미[]도 발굴되었다. 제2기 문화층은 출토된 토기와 석기로 볼 때 존속 기간이 그렇게 길지 않은 것으로 해석되며 다음 시기인 제3기에 비하여 문화상이 뚜렷하지 않은 것으로 보인다."
유물·유적,쌍타자 유적,,"솽퉈즈 제3기 문화층(제2층)에서는 집터 14기(1호~13호, 17호)와 재 구덩 5기(1~4호, 9호)가 조사되었다. 이 문화층은 1·2기보다 상당히 두터운 편이고 집터도 서로 겹쳐 있어 오랜 기간 사람들이 터전을 잡고 살림을 꾸렸던 것 같다. 집터는 산기슭을 따라 등고선과 나란하게 아주 좁은 범위에 집중하여 분포하는 모습이다. 집터의 평면 생김새는 네모꼴이거나 네 귀퉁이가 줄어든 네모꼴의 모습이다. 집은 반지하 움집으로 가장자리를 따라 돌담을 쌓고 그 위에 나뭇가지와 진흙을 이겨 바른 흙담을 세운 독특한 형태다. 이런 유형의 집터가 다렌 양터우와[] 유적, 지린 파오쯔옌첸산[] 유적과 허우스산[] 유적에서도 발굴되어 서로 비교된다. 이러한 돌담 시설은 청동기시대 집터에서 조사된 특이한 구조로 당시 사회상을 반영한 것으로 해석된다. 이 시설은 방어시설의 하나로 보이며 이들 집터에서 찾아진 간돌검[], 돌창, 큰 돌도끼[] 등의 무기류는 당시 사회의 갈등 관계를 이해하는데 좋은 자료가 되고 있다. 집터에서는 나들이 시설과 화덕자리가 찾아졌다. 나들이 시설은 대체로 남쪽 벽 옆에 밖으로 돌출되게 만들었는데 이것은 집터가 자리한 지세와 밀접한 관련이 있는 것으로 보인다. 화덕은 집 안에서 한 쪽으로 약간 치우쳐 위치하며 돌을 바닥에 깔았을 뿐만 아니라 가장자리에도 둘러놓아 구획을 한 점이 돋보인다. 이들 집터는 불에 탄 채로 남아 있어 토기와 석기 등 비교적 많은 유물이 찾아졌다. 재 구덩은 제2기 문화층처럼 남쪽 기슭에 위치하지만 조금 차이가 있다. 먼저 평면 생김새는 둥근꼴과 타원형으로 나누어진다. 크기는 지름 150㎝ 안팎, 깊이 50㎝쯤 되어 넓으면서 얕은 편이다. 이 재 구덩 안에서는 매우 작은 토기조각들이 찾아졌다. 제3기 문화층에서 조사된 토기는 바탕흙에 거의 대부분 가는 모래가 섞여 있으며 회갈색 계통이다. 토기의 종류를 보면 항아리 위주이면서 굽접시, 사발, 단지, 잔, 시루, 다족기, 제사 그릇[] 등이 있다. 이들 토기의 겉면에는 가로 방향으로 구획을 나누어 줄무늬, 물결무늬[], 깃무늬[], 점줄무늬[] 등을 새겨 놓았다. 그리고 굽접시의 입술은 바깥으로 바라진 모습이고 제사 그릇의 입술은 곧거나 비스듬한 형태이다. 석기는 모두 갈아서 만들었으며 외날인 돌도끼가 가장 많다. 그리고 돌자귀, 돌추, 돌창, 숫돌, 화살촉, 돌칼, 그물추 등이 있다. 돌칼은 긴 네모꼴, 배 모양[], 빗 모양[] 등으로 구분되며 구멍은 기본적으로 2개를 뚫었지만 없는 것도 있다. 짐승뼈나 뿔로 만든 연모는 낚시, 바늘, 추, 비녀 등이 있다. 또 돌을 둥글게 갈아서 가운데 구멍을 낸 치레걸이, 조가비를 손질하여 만든 구슬과 치레걸이 등 꾸미개도 찾아졌다. 제3문화층의 유물을 보면 농경과 관련된 돌칼, 돌도끼 등은 물론 그물추, 낚시 등 물고기 잡이 연모도 함께 발굴되어 당시 사람들의 먹거리를 이해하는데 도움이 된다."
유물·유적,쌍타자 유적,,"일제강점기에 일본 학자들이 솽퉈즈 유적 주변에서 비파형동검과 검자루 맞춤돌[]을 찾게 되면서 무덤이 있을 가능성을 제기하였다. 그러다가 1964년 5월 서쪽 산기슭에서 채석을 하다가 한 곳에서 비파형동검, 항아리, 돌가락바퀴와 달도끼, 돌구슬을 찾았다. 그리고 바로 그 옆에서 사람 뼈 부스러기가 흩어져 있는 것을 발견하였다. 유물과 사람 뼛조각이 조사된 곳이 낭떠러지 아래에 단이 진 곳이었고 주변에 돌들이 있는 것으로 보아 돌덧널무덤[]이었을 가능성이 매우 높은 것으로 판단된다."
유물·유적,쌍타자 유적,,"이와 같이 솽퉈즈 유적의 세 문화층은 각각 그 성격이 뚜렷하고 층위에서도 구분이 되면서 서로 일정한 관계에 있음을 알 수 있다. 이들 문화층의 연대를 보면 제1기 문화층은 16호 집터의 방사성 탄소 연대 측정값이 4010±95bp방사성 탄소 연대 측정값의 기준을 나타내는 것으로 지금부터 몇 년 전이라는 뜻이다. bp(before the present)는 국제 규약에 따라 1950년을 기준으로 한다로 나와 서기전 1,900~2,100년쯤에 해당하는 것으로 보인다. 이 시기의 여러 문화상은 주변의 위자촌[] 유적의 하층문화, 다쭈이쯔 유적의 이른 시기, 가오리청산[] 유적, 진쥬[] 먀오산[] 유적의 이른 시기와 비슷한 것으로 해석된다. 제2기 문화층은 시루, 항아리, 토기 뚜껑, 큰 접시 등 여러 토기들의 특징을 살펴본 결과, 산둥반도의 웨스 문화[]의 영향을 받은 것으로 여겨진다. 웨스 문화의 방사성 탄소 연대 측정값을 가지고 상대연대를 비교하면 서기전 1,400~1,900년쯤에 해당한다. 제3기 문화층은 4호 집터의 방사성 탄소 연대(3120±90bp)와 문화상의 상관 관계가 많은 다쭈이쯔 유적의 여러 연대 측정값을 고려할 때 서기전 1,100~1,400년쯤으로 볼 수 있다. 따라서 위자촌 유적의 상층문화, 다쭈이쯔 유적과 먀오산 유적의 늦은 시기, 인자촌[] 1기 문화, 강상[] 유적 등과 같은 시기에 해당한다. 이렇듯 솽퉈즈 유적은 문화상과 시기 문제에 있어 랴오둥반도 지역 청동기문화의 여러 특징과 변화 과정을 잘 보여주고 있기 때문에 표준 유적으로 자리매김 되고 있다. 한편 솽퉈즈 유적은 선진문화의 전파와 교류의 길목인 압록강 유역에 위치한 이른 청동기시대의 용천 신암리 유적 과 비교된다. 솽퉈즈 제1기 문화의 채색 토기, 제3기 문화의 긴 목 단지, 굽단지 등은 신암리 유적의 청등말래층과 미송리형 토기층에서 조사된 토기 갖춤새와 비슷한 점이 많다. 따라서 솽퉈즈 유적에서 발굴된 여러 자료들은 한반도의 이른 청동기시대 문화와 직접적인 연관이 있는 것 같다."
유물·유적,양양 오산리 유적,,"오산리 유적이 위치한 강원 영동 지역은 태백산맥이 동해를 향해 뻗어 내려 있어, 해안을 중심으로 해발 고도 20~30m의 낮은 구릉지가 발달하여 있다. 또한 태백산맥이 동해와 가까이 접해 있기 때문에 작은 하천이 발달하였으며, 수량은 적고 하천의 흐름이 빠른 편이다. 이러한 하천의 하류에는 하천에서 흘러 내려온 모래들이 만의 입구를 막아 석호와 같은 호수들이 형성되어 있다. 특히 해안 가까이에는 사구 지대가 발달하였으며, 이 사구 지대는 오래전부터 사람들이 살기에 좋은 입지를 갖추고 있다. 오산리 유적은 강원도 양양군 손양면 오산리 일대에 위치해 있으며, 동해로부터 내륙으로 600m 정도 들어오면, 동에서 서쪽 방향으로 길이 300m, 너비 100m 크기의 오산리 사구가 쌍호 가운데로 돌출되어 있다. 그 사구의 가운데에 남북으로 난 도로를 중심으로 서쪽에 A·B지구가, 도로와 접하여 동쪽에 C지구가 위치한다. 유적의 가운데에 위치한 A지구 사구는 길이 100m, 너비 50m이며, A지구에서 서쪽으로 수로 건너에 위치하는 B지구는 길이 60m, 너비 40m 정도 남아 있다. C지구는 A지구에서 동쪽으로 70m 거리에 도로와 동쪽으로 인접하고 있다. 이 오산리 유적은 강원도 동해안 지역의 신석기 문화를 대표하는 유적으로 인정받아 1997년 사적 394호로 지정되었다."
유물·유적,양양 오산리 유적,,"1981~1987년에 발굴 조사된 오산리 유적 A, B지구는 당시까지 우리나라 신석기 문화 중에서 가장 오래된 유적으로 알려졌다. 이후 우리나라 신석기 시대 유적이 전국 각지에서 발견되면서, 현재 가장 오래된 유적은 제주 고산리 유적이지만, 2007년 발굴 조사된 오산리 유적 C지구는 우리나라 내륙 지역 신석기 시대 유적 중 이른 시기에 해당하는 기원전 6,000년 이전에 형성되었다. 오산리 유적의 층위는 A지구를 보면, 순수 모래층인 6층 위에 신석기 시대층인 5·3·2층, 청동기 시대층인 1층, 비문화층인 4층이 있다. 이 중 5층은 다시 7개의 소층으로 나누어진다. 각 소층의 두께는 30∼60㎝에 달하나, 3층은 30㎝, 2층도 20∼30㎝로 얇다. 신석기 시대층은 크게 3개의 문화층으로 나뉘는데, 집자리가 발견된 제1문화층(5층, 하층)에서는 납작 밑의 토기와 결합식 낚싯바늘이 출토되었다. 6차 발굴까지 유구는 제1문화층에서 집자리 9기와 야외 화덕자리로 보이는 돌무지 유구 2기 등이 조사되었다. B지구는 A지구와 직접적 비교는 어렵지만, 대체로 1문화층이 5층, 2문화층이 3층, 3문화층이 1층에 해당되는 것으로 추정되며, 2·4층은 비문화층이다. B지구 5층에서 야외 화덕자리와 돌무지 유구가, 3층과 1층에서 집자리 1기씩 발굴되었다. 오산리 유적 C지구의 층위는 A·B지구와 달리, 해발 고도 4∼5m 높이에 황갈색점토층(갱신세층)이 형성되어 있다. 이 갱신세층 위에 사구가 6m 정도 형성되어 있으며, 사구의 상층에는 새김무늬토기의 신석기 시대 중기 문화층, 중층에는 덧무늬토기를 포함하는 전기의 문화층, 덧무늬토기와 황갈색 점토층 사이에는 오산리식 토기 문화층이 얇게 형성되어 있으며, 최하층인 황갈색점토층의 상면에서는 순수 무문양토기와 압날점열구획문토기적색마연토기(토기의 표면에 붉은색을 띠는 염료를 사용하여 문지르거나 바른 토기) 중 몸통 부분에 무늬가 새겨져 있는데, 무늬새기개로 도장 찍듯이 눌러 문양을 내거나 토기의 표면 찔러 무늬를 새긴 것으로 수직, 비스듬히, 찌르고 그은 형태의 무늬 새기는 기법을 사용하여 문양을 일정 구획 내에 새긴 토기가 출토되는 조기 문화층이 조사되었다. 오산리 C지구 유적의 발굴 조사 결과 신석기 시대 조기의 집자리 2기, 덧무늬토기가 함께 출토되는 전기의 집자리 4기, 새김무늬토기가 출토된 중기의 집자리 1기, 야외 화덕자리 2기가 조사되었다. 조기의 문화층인 황갈색점토층 상면에서 출토된 무문양토기와 압날점열구획문토기는 점토층 상면에 사구가 형성되기 전의 문화층으로, 제주 고산리 유적의 초창기 토기 다음으로 오래된 문화층으로 조사되었다. 오산리 유적은 동에서 서쪽 방향으로 완만하게 경사진 황갈색 점토층 상면에 동서 11m, 남북 21m 크기의 한정된 공간에서 조사가 이루어졌으며, 특히 동쪽 모서리에 위치한 집자리를 중심으로 한 집자리 서쪽 앞으로 지름 8m 정도의 면적에서 집중적으로 유물들이 출토되었다. 석기로는 돌도끼, 결합식 낚싯바늘, 석촉 등의 간석기와 그물추, 몸돌, 격지 등이 주로 나왔고, 소량이지만 작은 돌날, 작은 돌날 몸돌도 출토되어, 이 단계까지 잔석기의 전통이 이어진 것으로 보인다."
